,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1008,2012,NBA,2,47,UTA,Kevin Murphy\murphke01,22.120,G,us,Tennessee Technological University,2013,2013,17,3.1,0.9,0.2,0.1,0.1,0.0,.250,.261,.200,,-0.3,-0.272
1009,2014,NBA,2,47,PHI,Russ Smith\smithru01,23.074,G,us,University of Louisville,2015,2016,27,4.9,2.0,0.6,0.7,0.3,0.0,.319,.387,.188,.769,-0.2,-0.068
1010,2016,NBA,2,47,ORL,Jake Layman\laymaja01,22.114,F,us,University of Maryland,2017,2018,41,6.8,2.1,0.7,0.3,0.3,0.1,.306,.349,.273,.765,-0.2,-0.028
1011,2017,NBA,2,47,IND,Ike Anigbogu\anigbik01,18.248,F-C,us,University of California Los Angeles,2018,2018,6,2.8,0.7,0.7,0.0,0.2,0.2,.200,.200,,1.000,0.0,-0.110
1012,1992,NBA,2,48,PHO,Brian Davis\davisbr02,22.009,F-G,us,Duke University,1994,1994,68,5.5,1.9,0.8,0.3,0.2,0.1,.317,.317,.333,.735,0.0,.000
1013,1993,NBA,2,48,POR,Kevin Thompson\thompke01,22.149,C-F,us,North Carolina State University,1994,1994,14,4.1,0.9,0.9,0.2,0.0,0.1,.429,.462,.000,.500,0.0,-0.016
1014,1994,NBA,2,48,DET,Jevon Crudup,,,,University of Missouri,,,,,,,,,,,,,,,
1015,1995,NBA,2,48,MIN,Mark Davis\davisma02,22.068,G-F,us,Texas Tech University,1996,2000,230,16.0,5.5,3.0,1.3,0.9,0.3,.442,.465,.246,.655,2.3,.030
1016,1996,NBA,2,48,PHI,Jamie Feick\feickja01,21.364,C,us,Michigan State University,1997,2001,201,21.5,4.5,7.1,0.7,0.6,0.4,.424,.425,.400,.629,8.2,.091
1017,1998,NBA,2,48,CLE,Ryan Stack\stackry01,22.341,F,us,University of South Carolina,1999,2000,43,9.2,2.3,1.8,0.2,0.1,0.5,.352,.356,.000,.787,0.2,.028
1018,1999,NBA,2,48,MIL,Galen Young,,,,University of North Carolina at Charlotte,,,,,,,,,,,,,,,
1019,2000,NBA,2,48,PHI,Mark Karcher,,,,Temple University,,,,,,,,,,,,,,,
1020,2002,NBA,2,48,MIL,Chris Owens\owensch01,23.123,F,us,University of Texas at Austin,2003,2003,1,6.0,4.0,1.0,0.0,0.0,0.0,.667,.667,,,0.0,-0.032
1021,2004,NBA,2,48,SAC,Ricky Minard,,,,Morehead State University,,,,,,,,,,,,,,,
1022,2008,NBA,2,48,PHO,Malik Hairston\hairsma01,21.129,G,us,University of Oregon,2009,2010,62,7.6,2.4,1.2,0.5,0.2,0.3,.512,.549,.167,.514,0.8,.086
1023,2009,NBA,2,48,PHO,Taylor Griffin\griffta01,23.074,F,us,University of Oklahoma,2010,2010,8,4.0,1.3,0.3,0.1,0.0,0.3,.400,.500,.000,.500,0.0,-0.039
1024,2011,NBA,2,48,ATL,Keith Benson\bensoke02,22.319,C,us,Oakland University,2012,2012,3,3.0,0.0,1.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.005
1025,2013,NBA,2,48,LAL,Ryan Kelly\kellyry01,22.085,F,us,Duke University,2014,2017,163,19.2,6.0,3.1,1.3,0.5,0.5,.378,.416,.316,.797,3.0,.046
1026,2014,NBA,2,48,MIL,Lamar Patterson\pattela01,22.324,G-F,us,University of Pittsburgh,2016,2017,40,10.9,2.3,1.4,1.1,0.3,0.1,.326,.450,.236,.720,0.1,.006
1027,2015,NBA,2,48,OKC,Dakari Johnson\johnsda04,19.281,C,us,University of Kentucky,2018,2018,9,7.6,2.8,1.3,0.6,0.3,0.4,.529,.529,,.583,0.3,.205
1028,2017,NBA,2,48,MIL,Sindarius Thornwell\thornsi01,22.225,G,us,University of South Carolina,2018,2018,17,16.5,4.7,1.0,0.8,0.6,0.4,.446,.447,.444,.667,0.2,.031
1029,1992,NBA,2,49,PHO,Ron Ellis,,,,Louisiana Tech University,,,,,,,,,,,,,,,
1030,1993,NBA,2,49,PHO,Mark Buford,,,,Mississippi Valley State University,,,,,,,,,,,,,,,
1031,1994,NBA,2,49,CHI,Kris Bruton,,,,Benedict College,,,,,,,,,,,,,,,
1032,1995,NBA,2,49,MIN,Jerome Allen\allenje01,22.156,G,us,University of Pennsylvania,1996,1997,117,11.2,2.9,1.1,1.7,0.4,0.1,.350,.370,.317,.630,0.2,.006
1033,1996,NBA,2,49,ORL,Amal McCaskill\mccasam01,22.247,F-C,us,Marquette University,1997,2004,114,8.5,1.8,1.9,0.3,0.2,0.3,.377,.382,.000,.609,0.5,.024
1034,1998,NBA,2,49,ATL,Cory Carr\carrco01,22.207,G,us,Texas Tech University,1999,1999,42,14.9,4.1,1.2,1.6,0.5,0.2,.329,.355,.167,.750,-1.2,-0.089
1035,1999,NBA,2,49,CHI,Lari Ketner\ketnela01,22.154,F-C,us,University of Massachusetts Amherst,2000,2001,25,5.6,1.4,1.4,0.1,0.2,0.1,.406,.406,,.667,0.0,-0.015
1036,2000,NBA,2,49,MIL,Jason Hart\hartja01,22.066,G,us,Syracuse University,2001,2010,341,15.5,4.8,1.7,2.3,0.7,0.1,.417,.433,.315,.788,8.6,.078
1037,2001,NBA,2,49,MIA,Ken Johnson\johnske03,23.152,F-C,us,Ohio State University,2003,2003,16,9.8,2.0,2.0,0.0,0.1,0.8,.405,.405,,.333,0.0,-0.002
1038,2003,NBA,2,49,IND,James Jones\jonesja02,22.270,F-G,us,University of Miami,2004,2017,709,15.7,5.2,1.8,0.5,0.3,0.3,.401,.402,.401,.840,25.2,.109
1039,2006,NBA,2,49,DEN,Leon Powe\powele01,22.163,F,us,University of California,2007,2011,239,13.9,6.2,3.8,0.3,0.3,0.3,.515,.517,.000,.682,12.0,.174
1040,2007,NBA,2,49,CHI,Aaron Gray\grayaa01,22.208,C,us,University of Pittsburgh,2008,2014,318,12.1,3.4,3.7,0.7,0.3,0.3,.509,.511,.000,.562,6.2,.077
1041,2008,NBA,2,49,GSW,Richard Hendrix,,,,University of Alabama,,,,,,,,,,,,,,,
1042,2011,NBA,2,49,MEM,Josh Selby\selbyjo01,20.093,G,us,University of Kansas,2012,2013,38,7.8,2.2,0.5,0.9,0.2,0.0,.330,.384,.143,.720,-0.7,-0.113
1043,2012,NBA,2,49,ORL,Kyle O'Quinn\oquinky01,22.100,F-C,us,Norfolk State University,2013,2018,338,14.5,5.5,4.6,1.2,0.4,1.0,.502,.520,.213,.741,11.7,.115
1044,2013,NBA,2,49,CHI,Erik Murphy\murpher01,22.250,F,fr,University of Florida,2014,2014,24,2.6,0.3,0.3,0.1,0.0,0.2,.231,.300,.000,,-0.1,-0.055
1045,2014,NBA,2,49,CHI,Cameron Bairstow\bairsca01,23.207,F-C,au,University of New Mexico,2015,2016,36,4.6,1.2,1.0,0.2,0.1,0.1,.296,.306,.200,.846,-0.1,-0.021
1046,2015,NBA,2,49,WAS,Aaron White\whiteaa01,22.293,F,us,University of Iowa,,,,,,,,,,,,,,,
1047,2016,NBA,2,49,DET,Michael Gbinije\gbinimi01,24.024,G,us,Syracuse University,2017,2017,9,3.6,0.4,0.3,0.2,0.0,0.0,.100,.167,.000,1.000,-0.1,-0.136
1048,1992,NBA,2,50,GSW,Matt Fish\fishma01,22.224,C,us,University of North Carolina at Wilmington,1995,1997,50,10.2,3.5,2.2,0.5,0.4,0.3,.500,.504,.000,.625,0.6,.058
1049,1994,NBA,2,50,PHO,Charles Claxton\claxtch01,23.204,C,vi,University of Georgia,1996,1996,3,2.3,0.7,0.7,0.0,0.0,0.3,.500,.500,,.000,0.0,-0.179
1050,1995,NBA,2,50,GSW,Martin Lewis\lewisma01,20.066,F,us,Seward County Community College,1996,1997,25,9.6,3.6,1.4,0.3,0.4,0.2,.473,.500,.300,.593,0.1,.026
1051,1996,NBA,2,50,HOU,Terrell Bell,,,,University of Georgia,,,,,,,,,,,,,,,
1052,1997,NBA,2,50,ATL,Chris Crawford\crawfch01,22.049,F,us,Marquette University,1998,2004,252,15.8,6.6,2.2,0.6,0.4,0.3,.437,.453,.347,.824,6.5,.078
1053,1998,NBA,2,50,CHH,Andrew Betts,,,,California State University Long Beach,,,,,,,,,,,,,,,
1054,1999,NBA,2,50,HOU,Venson Hamilton\hamilve01,21.328,C,us,University of Nebraska,,,,,,,,,,,,,,,
1055,2000,NBA,2,50,UTA,Kaniel Dickens\dickeka01,21.348,F,us,University of Idaho,2004,2008,19,4.5,1.2,0.6,0.1,0.1,0.1,.400,.455,.333,.750,0.1,.055
1056,2001,NBA,2,50,POR,Ruben Boumtje-Boumtje\boumtru01,23.044,C,cm,Georgetown University,2002,2004,44,6.3,1.0,1.3,0.1,0.1,0.4,.368,.368,,.556,0.2,.027
1057,2002,NBA,2,50,BOS,Darius Songaila\songada01,24.138,F,lt,Wake Forest University,2004,2011,495,18.6,6.9,3.4,1.2,0.7,0.2,.499,.501,.158,.844,15.9,.083
1058,2005,NBA,2,50,BOS,Ryan Gomes\gomesry01,22.306,F,us,Providence College,2006,2014,487,27.6,10.1,4.6,1.5,0.7,0.2,.445,.473,.349,.799,19.4,.069
1059,2006,NBA,2,50,CHA,Ryan Hollins\holliry01,21.266,C,us,University of California Los Angeles,2007,2016,518,11.8,3.7,2.2,0.3,0.2,0.5,.584,.584,.000,.649,10.4,.081
1060,2008,NBA,2,50,SEA,DeVon Hardin\hardide01,21.329,C,us,University of California,,,,,,,,,,,,,,,
1061,2009,NBA,2,50,UTA,Goran Suton,,,,Michigan State University,,,,,,,,,,,,,,,
1062,2010,NBA,2,50,DAL,Solomon Alabi\alabiso01,22.100,C,ng,Florida State University,2011,2012,26,7.0,1.5,2.3,0.2,0.2,0.4,.314,.314,,.700,0.0,.010
1063,2011,NBA,2,50,PHI,Lavoy Allen\allenla01,22.144,F-C,us,Temple University,2012,2017,388,17.8,4.8,4.8,1.0,0.3,0.6,.471,.474,.133,.682,13.8,.096
1064,2013,NBA,2,50,ATL,James Ennis\ennisja01,23.002,F,us,California State University Long Beach,2015,2018,165,20.2,6.2,3.3,0.9,0.6,0.3,.450,.509,.368,.806,7.1,.102
1065,2014,NBA,2,50,PHO,Alec Brown\brownal01,21.343,F-C,us,University of Wisconsin-Green Bay,,,,,,,,,,,,,,,
1066,2016,NBA,2,50,IND,Georges Niang\niangge01,23.012,F,us,Iowa State University,2017,2017,23,4.0,0.9,0.7,0.2,0.1,0.0,.250,.333,.083,1.000,-0.3,-0.168
1067,1992,NBA,2,51,MIN,Tim Burroughs,,,,Jacksonville University,,,,,,,,,,,,,,,
1068,1993,NBA,2,51,IND,Spencer Dunkley,,,,University of Delaware,,,,,,,,,,,,,,,
1069,1994,NBA,2,51,SAC,Lawrence Funderburke\fundela01,23.202,F,us,Ohio State University,1998,2005,318,14.9,6.4,3.6,0.6,0.3,0.3,.506,.510,.118,.675,12.9,.131
1070,1996,NBA,2,51,VAN,Chris Robinson\robinch01,22.091,G,us,Western Kentucky University,1997,1998,76,14.4,4.6,1.5,1.4,0.6,0.2,.376,.378,.374,.571,-0.1,-0.003
1071,1997,NBA,2,51,LAL,DeJuan Wheat\wheatde01,23.260,G,us,University of Louisville,1998,1999,80,9.3,3.3,0.7,1.6,0.4,0.0,.383,.380,.390,.700,0.5,.034
1072,1998,NBA,2,51,MIA,Corey Brewer,,,,University of Oklahoma,,,,,,,,,,,,,,,
1073,1999,NBA,2,51,VAN,Antwain Smith,,,,Saint Paul's College,,,,,,,,,,,,,,,
1074,2001,NBA,2,51,PHO,Alton Ford\fordal02,20.034,F,us,University of Houston,2002,2004,73,7.2,2.5,1.7,0.2,0.1,0.1,.507,.507,,.697,0.8,.074
1075,2003,NBA,2,51,NJN,Kyle Korver\korveky01,22.106,G-F,us,Creighton University,2004,2018,1049,26.4,10.0,3.1,1.8,0.7,0.3,.444,.463,.431,.880,66.4,.115
1076,2004,NBA,2,51,NJN,Christian Drejer,,,,University of Florida,,,,,,,,,,,,,,,
1077,2005,NBA,2,51,UTA,Robert Whaley\whalero01,23.079,C,us,Walsh University,2006,2006,23,9.2,2.1,1.9,0.7,0.3,0.3,.404,.404,,.500,0.0,.004
1078,2007,NBA,2,51,CHI,JamesOn Curry\curryja01,21.177,G,us,Oklahoma State University,2010,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
1079,2008,NBA,2,51,DAL,Shan Foster,,,,Vanderbilt University,,,,,,,,,,,,,,,
1080,2009,NBA,2,51,SAS,Jack McClinton,,,,University of Miami,,,,,,,,,,,,,,,
1081,2010,NBA,2,51,OKC,Magnum Rolle,,,,Louisiana Tech University,,,,,,,,,,,,,,,
1082,2011,NBA,2,51,POR,Jon Diebler\diebljo01,23.006,G,us,Ohio State University,,,,,,,,,,,,,,,
1083,2012,NBA,2,51,BOS,Kris Joseph\josepkr01,23.199,F,ca,Syracuse University,2013,2013,10,5.4,0.9,0.7,0.1,0.3,0.0,.143,.182,.000,.625,-0.1,-0.127
1084,2013,NBA,2,51,ORL,Romero Osby,,,,University of Oklahoma,,,,,,,,,,,,,,,
1085,2015,NBA,2,51,ORL,Tyler Harvey\harvety01,21.348,G,us,Eastern Washington University,,,,,,,,,,,,,,,
1086,2016,NBA,2,51,BOS,Ben Bentil\bentibe01,21.092,F,gh,Providence College,2017,2017,3,3.3,0.0,0.7,0.0,0.0,0.0,.000,.000,.000,,-0.1,-0.473
1087,2017,NBA,2,51,DEN,Monte Morris\morrimo01,22.001,G,us,Iowa State University,,,,,,,,,,,,,,,
1088,1992,NBA,2,52,CHI,Matt Steigenga\steigma01,22.095,F,us,Michigan State University,1997,1997,2,6.0,1.5,1.5,1.0,0.5,0.5,.250,.500,.000,.500,0.0,-0.126
1089,1993,NBA,2,52,SAC,Mike Peplowski\peplomi01,22.264,C,us,Michigan State University,1994,1996,68,10.4,2.9,2.6,0.4,0.3,0.4,.556,.560,.000,.531,1.0,.067
1090,1994,NBA,2,52,PHO,Anthony Goldwire\goldwan01,22.302,G,us,University of Houston,1996,2006,266,18.6,6.3,1.3,2.8,0.6,0.0,.407,.419,.386,.792,6.4,.062
1091,1995,NBA,2,52,IND,Fred Hoiberg\hoibefr01,22.261,G,us,Iowa State University,1996,2005,541,18.4,5.4,2.7,1.6,0.8,0.1,.431,.456,.396,.854,27.6,.133
1092,1996,NBA,2,52,IND,Mark Pope\popema01,23.294,F,us,University of Kentucky,1998,2005,153,10.7,1.9,1.7,0.4,0.2,0.3,.401,.455,.179,.573,1.3,.038
1093,1997,NBA,2,52,VAN,C.J. Bruton,,,,Indian Hills Community College,,,,,,,,,,,,,,,
1094,1998,NBA,2,52,SAS,Derrick Dial\dialde01,22.192,G,us,Eastern Michigan University,2000,2004,82,8.4,3.1,1.6,0.8,0.3,0.1,.372,.404,.190,.672,0.6,.045
1095,1999,NBA,2,52,POR,Roberto Bergersen,,,,Boise State University,,,,,,,,,,,,,,,
1096,2000,NBA,2,52,MIA,Ernest Brown\browner01,21.048,C,us,Indian Hills Community College,2002,2002,3,7.0,1.0,2.0,0.0,0.0,0.3,.167,.167,,.250,-0.2,-0.349
1097,2001,NBA,2,52,MIL,Andre Hutson,,,,Michigan State University,,,,,,,,,,,,,,,
1098,2002,NBA,2,52,MIN,Marcus Taylor,,,,Michigan State University,,,,,,,,,,,,,,,
1099,2004,NBA,2,52,SAS,Romain Sato,,,,Xavier University,,,,,,,,,,,,,,,
1100,2006,NBA,2,52,LAC,Guillermo Diaz\diazgu01,21.121,G,pr,University of Miami,2008,2008,6,3.0,0.8,0.3,0.2,0.0,0.0,.250,.333,.000,.600,0.0,.033
1101,2007,NBA,2,52,POR,Taurean Green\greenta01,20.217,G,us,University of Florida,2008,2008,17,4.4,1.6,0.6,0.6,0.1,0.0,.280,.357,.182,.917,-0.1,-0.066
1102,2008,NBA,2,52,MIA,Darnell Jackson\jacksda01,22.237,F,us,University of Kansas,2009,2011,138,7.5,2.2,1.5,0.2,0.2,0.1,.449,.463,.235,.644,1.3,.059
1103,2009,NBA,2,52,IND,A.J. Price\priceaj01,22.267,G,us,University of Connecticut,2010,2015,261,15.1,5.8,1.4,2.2,0.5,0.0,.380,.439,.316,.742,4.7,.058
1104,2010,NBA,2,52,BOS,Luke Harangody\haranlu01,22.179,F,us,University of Notre Dame,2011,2012,70,12.4,3.6,2.8,0.5,0.3,0.3,.376,.440,.241,.737,0.9,.048
1105,2011,NBA,2,52,DET,Vernon Macklin\macklve01,24.282,F,us,University of Florida,2012,2012,23,5.9,2.0,1.5,0.2,0.2,0.2,.543,.543,,.571,0.5,.161
1106,2013,NBA,2,52,MIN,Lorenzo Brown\brownlo01,22.311,G,us,North Carolina State University,2014,2018,65,13.2,3.2,1.7,2.2,0.7,0.2,.366,.455,.147,.667,-0.2,-0.012
1107,2016,NBA,2,52,UTA,Joel Bolomboy\bolomjo01,22.152,F,ua,Weber State University,2017,2018,14,5.4,1.7,1.6,0.1,0.2,0.1,.500,.600,.200,.375,0.1,.087
1108,2017,NBA,2,52,NOP,Edmond Sumner\sumneed01,21.179,G,us,Xavier University,,,,,,,,,,,,,,,
1109,1992,NBA,2,53,HOU,Curtis Blair,,,,University of Richmond,,,,,,,,,,,,,,,
1110,1993,NBA,2,53,LAC,Leonard White,,,,Southern University and A&M College,,,,,,,,,,,,,,,
1111,1994,NBA,2,53,HOU,Albert Burditt,,,,University of Texas at Austin,,,,,,,,,,,,,,,
1112,1995,NBA,2,53,LAC,Constantin Popa,,,,University of Miami,,,,,,,,,,,,,,,
1113,1996,NBA,2,53,MIL,Jeff Nordgaard\nordgje01,23.129,F,us,University of Wisconsin-Green Bay,1998,1998,13,3.7,1.4,1.1,0.2,0.2,0.0,.278,.278,,.889,0.0,.043
1114,1997,NBA,2,53,LAL,Paul Rogers,,,,Gonzaga University,,,,,,,,,,,,,,,
1115,1998,NBA,2,53,DAL,Greg Buckner\buckngr01,21.286,G,us,Clemson University,2000,2009,570,19.1,5.0,2.8,1.3,0.8,0.2,.450,.496,.334,.757,20.9,.092
1116,1999,NBA,2,53,MIA,Rodney Buford\buforro01,21.245,G-F,us,Creighton University,2000,2005,230,18.2,6.4,2.6,0.8,0.5,0.1,.412,.433,.300,.758,2.9,.033
1117,2000,NBA,2,53,DEN,Dan McClintock\mcclida01,23.076,C,us,Northern Arizona University,2001,2001,6,9.7,3.0,2.8,0.2,0.0,0.3,.500,.500,,.000,0.0,.007
1118,2001,NBA,2,53,UTA,Jarron Collins\collija03,22.213,F-C,us,Stanford University,2002,2011,542,15.8,3.9,2.9,0.8,0.3,0.2,.455,.456,.000,.699,15.7,.088
1119,2002,NBA,2,53,MIA,Rasual Butler\butlera01,23.040,F-G,us,La Salle University,2003,2016,809,21.3,7.5,2.4,0.8,0.4,0.5,.403,.437,.362,.747,20.8,.058
1120,2003,NBA,2,53,CHI,Tommy Smith,,,,Arizona State University,,,,,,,,,,,,,,,
1121,2004,NBA,2,53,MIA,Matt Freije\freijma01,22.271,F,us,Vanderbilt University,2005,2007,42,14.0,3.2,2.0,0.6,0.4,0.1,.293,.343,.224,.714,-0.6,-0.047
1122,2005,NBA,2,53,BOS,Orien Greene\greenor01,23.150,G,us,University of Louisiana at Lafayette,2006,2011,131,11.9,2.5,1.5,1.2,0.7,0.1,.387,.420,.212,.642,-0.7,-0.022
1123,2007,NBA,2,53,POR,Demetris Nichols\nichode01,22.302,F,us,Syracuse University,2008,2009,18,3.2,1.2,0.4,0.1,0.0,0.2,.281,.353,.200,.500,-0.2,-0.203
1124,2011,NBA,2,53,ORL,DeAndre Liggins\liggide01,23.089,G,us,University of Kentucky,2012,2018,133,10.5,2.1,1.5,0.6,0.6,0.2,.407,.435,.359,.549,1.2,.041
1125,2013,NBA,2,53,IND,Colton Iverson\iversco01,24.004,C,us,Colorado State University,,,,,,,,,,,,,,,
1126,2015,NBA,2,53,CLE,Sir'Dominic Pointer\pointsi01,23.055,G-F,us,St. John's University,,,,,,,,,,,,,,,
1127,2017,NBA,2,53,BOS,Kadeem Allen\allenka01,24.164,G,us,University of Arizona,,,,,,,,,,,,,,,
1128,1992,NBA,2,54,SAC,Brett Roberts,,,,Morehead State University,,,,,,,,,,,,,,,
1129,1993,NBA,2,54,PHO,Byron Wilson,,,,University of Utah,,,,,,,,,,,,,,,
1130,1996,NBA,2,54,UTA,Shandon Anderson\andersh01,22.183,F-G,us,University of Georgia,1997,2006,719,22.2,7.4,3.1,1.4,0.8,0.3,.457,.498,.316,.739,23.6,.071
1131,1997,NBA,2,54,SEA,Mark Blount\blounma01,21.213,C,us,University of Pittsburgh,2001,2009,605,23.1,8.2,4.6,0.8,0.5,0.8,.504,.507,.359,.723,18.8,.065
1132,1998,NBA,2,54,DEN,Tremaine Fowlkes\fowlktr01,22.079,F,us,California State University Fresno,2002,2005,103,12.0,2.9,2.2,0.5,0.5,0.1,.409,.426,.200,.791,2.1,.080
1133,1999,NBA,2,54,DET,Melvin Levett,,,,University of Cincinnati,,,,,,,,,,,,,,,
1134,2000,NBA,2,54,SAS,Cory Hightower,,,,Indian Hills Community College,,,,,,,,,,,,,,,
1135,2001,NBA,2,54,DAL,Kenny Satterfield\satteke01,20.083,G,us,University of Cincinnati,2002,2003,75,14.2,4.3,1.3,2.3,0.7,0.0,.335,.355,.218,.746,-1.1,-0.051
1136,2002,NBA,2,54,NJN,Tamar Slay\slayta01,22.090,G,us,Marshall University,2003,2005,66,7.8,2.6,1.1,0.5,0.4,0.1,.361,.392,.265,.538,-0.3,-0.029
1137,2004,NBA,2,54,DET,Rickey Paulding,,,,University of Missouri,,,,,,,,,,,,,,,
1138,2005,NBA,2,54,NYK,Dijon Thompson\thompdi01,22.131,G-F,us,University of California Los Angeles,2006,2007,16,5.8,2.8,1.2,0.2,0.2,0.1,.425,.481,.308,.875,0.2,.102
1139,2006,NBA,2,54,NJN,Hassan Adams\adamsha01,22.013,G,us,University of Arizona,2007,2009,73,7.5,2.5,1.2,0.2,0.2,0.1,.534,.537,.000,.643,0.8,.072
1140,2008,NBA,2,54,HOU,Maarty Leunen\leunema01,22.302,F,us,University of Oregon,,,,,,,,,,,,,,,
1141,2009,NBA,2,54,CHA,Robert Vaden,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,
1142,2010,NBA,2,54,LAC,Willie Warren\warrewi01,20.250,G,us,University of Oklahoma,2011,2011,19,7.1,1.9,0.6,1.4,0.3,0.0,.371,.400,.333,.750,0.2,.065
1143,2013,NBA,2,54,WAS,Arsalan Kazemi\kazemar01,23.072,F,ir,University of Oregon,,,,,,,,,,,,,,,
1144,2016,NBA,2,54,ATL,Kay Felder\feldeka01,21.092,G,us,Oakland University,2017,2018,53,9.5,4.0,1.0,1.5,0.4,0.1,.369,.389,.270,.746,-0.4,-0.040
1145,2017,NBA,2,54,PHO,Alec Peters\peteral01,22.076,F,us,Valparaiso University,2018,2018,2,7.0,1.5,1.5,0.0,0.0,1.0,.250,,.250,,0.0,.008
1146,1995,NBA,2,55,GSW,Michael McDonald\mcdonmi01,26.141,C,us,University of New Orleans,1998,1998,1,4.0,0.0,1.0,0.0,0.0,0.0,,,,,-0.1,-0.638
1147,1996,NBA,2,55,WSB,Ronnie Henderson,,,,Louisiana State University,,,,,,,,,,,,,,,
1148,1998,NBA,2,55,DEN,Ryan Bowen\bowenry01,22.222,F,us,University of Iowa,2000,2010,507,12.8,2.6,2.1,0.5,0.6,0.3,.456,.472,.206,.693,12.4,.092
1149,1999,NBA,2,55,BOS,Kris Clack,,,,University of Texas at Austin,,,,,,,,,,,,,,,
1150,2000,NBA,2,55,GSW,Chris Porter\portech01,22.056,F,us,Auburn University,2001,2001,51,22.5,8.6,3.7,1.2,0.9,0.1,.389,.393,.000,.667,0.2,.008
1151,2001,NBA,2,55,SAC,Maurice Jeffers,,,,Saint Louis University,,,,,,,,,,,,,,,
1152,2003,NBA,2,55,MIN,Rick Rickert,,,,University of Minnesota,,,,,,,,,,,,,,,
1153,2004,NBA,2,55,HOU,Luis Flores\florelu01,23.080,G,do,Manhattan College,2005,2005,16,4.8,2.2,0.2,0.7,0.1,0.0,.483,.474,.500,1.000,0.0,-0.020
1154,2005,NBA,2,55,SEA,Lawrence Roberts\roberla01,22.257,F,us,Mississippi State University,2006,2007,87,13.2,3.8,3.6,0.4,0.5,0.2,.452,.460,.000,.688,2.5,.106
1155,2007,NBA,2,55,UTA,Herbert Hill,,,,Providence College,,,,,,,,,,,,,,,
1156,2008,NBA,2,55,POR,Mike Taylor\taylomi01,22.162,G,us,Iowa State University,2009,2009,51,15.1,5.7,1.7,2.1,0.7,0.0,.412,.427,.325,.691,-0.4,-0.028
1157,2009,NBA,2,55,POR,Patrick Mills\millspa02,20.323,G,au,Saint Mary's College of California,2010,2018,459,17.3,7.9,1.6,2.2,0.7,0.1,.432,.475,.391,.836,20.6,.124
1158,2010,NBA,2,55,UTA,Jeremy Evans\evansje01,22.249,F,us,Western Kentucky University,2011,2016,249,10.5,3.5,2.6,0.4,0.4,0.5,.568,.582,.231,.687,8.2,.150
1159,2011,NBA,2,55,BOS,E'Twaun Moore\mooreet01,22.120,G,us,Purdue University,2012,2018,398,19.3,6.8,1.8,1.7,0.6,0.2,.440,.475,.368,.742,8.5,.053
1160,2012,NBA,2,55,DAL,Darius Johnson-Odom\johnsda03,22.279,G,us,Marquette University,2013,2014,7,3.0,0.0,0.9,0.3,0.1,0.0,.000,.000,.000,.000,-0.3,-0.597
1161,2014,NBA,2,55,MIA,Semaj Christon\chrisse01,21.242,G,us,Xavier University,2017,2017,64,15.2,2.9,1.4,2.0,0.4,0.1,.345,.406,.190,.548,0.1,.006
1162,2015,NBA,2,55,SAS,Cady Lalanne\lalanca01,23.069,C,ht,University of Massachusetts Amherst,,,,,,,,,,,,,,,
1163,2016,NBA,2,55,BRK,Marcus Paige\paigema01,22.291,G,us,University of North Carolina,2018,2018,1,3.0,0.0,2.0,0.0,0.0,0.0,.000,.000,,,0.0,-0.607
1164,2017,NBA,2,55,UTA,Nigel Williams-Goss\willini01,22.285,G,us,Gonzaga University,,,,,,,,,,,,,,,
1165,1995,NBA,2,56,PHO,Chris Carr\carrch01,21.113,G,us,Southern Illinois University,1996,2001,297,15.2,6.7,2.2,1.0,0.3,0.2,.416,.445,.338,.807,3.9,.042
1166,1996,NBA,2,56,CLE,Reggie Geary\gearyre01,22.305,G,us,University of Arizona,1997,1998,101,9.2,2.1,0.8,1.1,0.5,0.1,.344,.349,.328,.493,0.6,.032
1167,1997,NBA,2,56,UTA,Nate Erdmann,,,,University of Oklahoma,,,,,,,,,,,,,,,
1168,1998,NBA,2,56,VAN,J.R. Henderson\hendejr01,21.242,F,us,University of California Los Angeles,1999,1999,30,11.0,3.2,1.6,0.7,0.3,0.1,.365,.363,.400,.556,-0.2,-0.025
1169,1999,NBA,2,56,GSW,Tim Young\youngti01,23.150,C,us,Stanford University,2000,2000,25,5.5,2.2,1.4,0.2,0.1,0.0,.333,.333,,.778,0.2,.058
1170,2000,NBA,2,56,IND,Jaquay Walls,,,,University of Colorado,,,,,,,,,,,,,,,
1171,2003,NBA,2,56,BOS,Brandon Hunter\huntebr01,22.219,F,us,Ohio University,2004,2005,67,9.4,3.3,2.8,0.3,0.3,0.1,.476,.484,.000,.488,0.7,.055
1172,2004,NBA,2,56,LAL,Marcus Douthit,,,,Providence College,,,,,,,,,,,,,,,
1173,2007,NBA,2,56,MIL,Ramon Sessions\sessira01,21.083,G,us,University of Nevada Reno,2008,2018,669,23.7,10.5,2.7,4.1,0.7,0.1,.436,.452,.314,.791,28.6,.087
